data_venda,id_pedido,id_item,produto,categoria,quantidade,valor_unitario,desconto,canal,forma_pagamento,custo_unitario,status
22/01/2025,PED-1223,,Trufa de Morango,Doces,4,"34,89",,Encomenda,Cartão Débito,"14,46",Cancelado
22/01/2025,PED-1224,,Coxinha,Salgados,2,"13,46",,iFood,PIX,,Concluído
22/01/2025,PED-1224,,Empada de Frango,Salgados,5,"10,94",,Balcão,PIX,"4,50",Concluído
22/01/2025,PED-1224,,Bolo Red Velvet,Bolos,1,"10,96",,Encomenda,Cartão Crédito,,Concluído
22/01/2025,PED-1225,,Torta Holandesa,Tortas,1,"12,69",,iFood,PIX,"6,30",Cancelado
22/01/2025,PED-1225,,Torta de Limão,Tortas,2,"14,51",,Encomenda,PIX,"6,34",Cancelado
22/01/2025,PED-1225,,Brigadeiro Gourmet,Doces,4,"29,76",,Encomenda,PIX,"11,23",Concluído
22/01/2025,PED-1225,,Bolo Red Velvet,Bolos,2,"12,91","0,58",Balcão,Cartão Débito,,Concluído
22/01/2025,PED-1226,,Torta Holandesa,Tortas,2,"13,30",,Encomenda,Cartão Crédito,,Concluído
22/01/2025,PED-1226,,Torta de Limão,Tortas,2,"23,74","1,59",Encomenda,Cartão Débito,,Concluído
22/01/2025,PED-1227,,Empada de Frango,Salgados,4,"9,47",,WhatsApp,Cartão Crédito,,Concluído
22/01/2025,PED-1228,,Empada de Frango,Salgados,4,"16,92",,iFood,Cartão Crédito,,Concluído
22/01/2025,PED-1228,,Torta de Limão,Tortas,3,"22,30",,WhatsApp,Cartão Crédito,,Concluído
22/01/2025,PED-1228,,Bolo de Chocolate,Bolos,5,"8,70",,WhatsApp,Cartão Crédito,,Concluído
22/01/2025,PED-1228,,Brigadeiro,Doces,4,"18,24",,WhatsApp,Cartão Crédito,"8,74",Concluído
22/01/2025,PED-1229,,Trufa de Maracujá,Doces,1,"34,42",,iFood,Dinheiro,,Cancelado
22/01/2025,PED-1229,,Torta de Limão,Tortas,4,"33,97",,WhatsApp,Cartão Débito,"12,77",Cancelado
22/01/2025,PED-1229,,Bolo Red Velvet,Bolos,2,"32,01",,Encomenda,Cartão Débito,"14,16",Concluído
22/01/2025,PED-1230,,Brigadeiro Gourmet,Doces,2,"10,38",,Encomenda,Dinheiro,"4,14",Cancelado
22/01/2025,PED-1230,,Torta de Limão,Tortas,2,"25,21","1,05",Balcão,PIX,"9,79",Cancelado
22/01/2025,PED-1230,,Bolo Red Velvet,Bolos,5,"16,39",,iFood,Dinheiro,"5,40",Concluído
22/01/2025,PED-1230,,Bolo de Cenoura,Bolos,5,"6,32",,Balcão,Cartão Crédito,"2,00",Concluído
22/01/2025,PED-1231,,Torta de Limão,Tortas,5,"30,03",,iFood,Dinheiro,,Concluído
22/01/2025,PED-1231,,Brigadeiro Gourmet,Doces,3,"17,25","1,44",Encomenda,Dinheiro,,Concluído
22/01/2025,PED-1232,,Bolo Red Velvet,Bolos,4,"26,58",,Balcão,Dinheiro,,Cancelado
22/01/2025,PED-1232,,Bolo de Cenoura,Bolos,5,"34,88","0,72",iFood,Cartão Crédito,,Cancelado
22/01/2025,PED-1232,,Brigadeiro Gourmet,Doces,3,"17,96",,Encomenda,Cartão Crédito,,Concluído
22/01/2025,PED-1232,,Trufa de Maracujá,Doces,5,"12,36",,Balcão,Dinheiro,,Concluído
23/01/2025,PED-1233,,Torta Holandesa,Tortas,5,"13,49","1,56",WhatsApp,Dinheiro,"4,99",Concluído
23/01/2025,PED-1234,,Brigadeiro Gourmet,Doces,5,"17,29",,Balcão,Cartão Débito,,Concluído
23/01/2025,PED-1234,,Bolo de Cenoura,Bolos,5,"21,22",,WhatsApp,Cartão Débito,,Concluído
23/01/2025,PED-1234,,Torta Holandesa,Tortas,4,"32,54","2,84",WhatsApp,Cartão Crédito,,Concluído
23/01/2025,PED-1235,,Empada de Frango,Salgados,5,"7,29",,iFood,Cartão Débito,"2,21",Concluído
23/01/2025,PED-1235,,Trufa de Maracujá,Doces,3,"11,11",,WhatsApp,Cartão Crédito,"4,16",Concluído
23/01/2025,PED-1235,,Coxinha,Salgados,1,"29,37",,iFood,Dinheiro,,Concluído
23/01/2025,PED-1235,,Trufa de Morango,Doces,1,"21,95",,iFood,PIX,"10,22",Cancelado
23/01/2025,PED-1236,,Bolo Red Velvet,Bolos,2,"6,53",,Encomenda,PIX,"1,99",Concluído
23/01/2025,PED-1236,,Bolo de Cenoura,Bolos,4,"18,93",,WhatsApp,Dinheiro,,Cancelado
23/01/2025,PED-1236,,Trufa de Maracujá,Doces,2,"32,71",,Balcão,Dinheiro,"14,48",Concluído
23/01/2025,PED-1237,,Torta de Limão,Tortas,1,"29,34","1,35",Balcão,Cartão Débito,,Concluído
23/01/2025,PED-1238,,Torta de Limão,Tortas,2,"13,21",,Balcão,Cartão Débito,"6,00",Concluído
23/01/2025,PED-1238,,Brigadeiro,Doces,3,"11,45",,Balcão,PIX,,Cancelado
23/01/2025,PED-1238,,Trufa de Maracujá,Doces,5,"19,34",,iFood,PIX,"8,52",Concluído
23/01/2025,PED-1239,,Brigadeiro Gourmet,Doces,3,"30,11","1,88",Balcão,Dinheiro,"9,20",Concluído
23/01/2025,PED-1240,,Bolo de Cenoura,Bolos,4,"22,46","0,95",iFood,Cartão Débito,,Concluído
23/01/2025,PED-1241,,Coxinha,Salgados,2,"28,25","0,73",Encomenda,Cartão Crédito,"10,22",Concluído
23/01/2025,PED-1242,,Bolo Red Velvet,Bolos,3,"15,56",,iFood,Cartão Débito,,Concluído
23/01/2025,PED-1242,,Pão de Queijo,Salgados,1,"24,96","0,66",WhatsApp,Cartão Débito,"9,87",Concluído
24/01/2025,PED-1243,,Trufa de Morango,Doces,1,"34,25",,Encomenda,Cartão Crédito,,Cancelado
24/01/2025,PED-1244,,Brigadeiro,Doces,4,"11,51",,Encomenda,Cartão Crédito,"5,32",Cancelado
24/01/2025,PED-1244,,Pão de Queijo,Salgados,5,"19,01",,Encomenda,Dinheiro,"8,24",Cancelado
24/01/2025,PED-1244,,Torta Holandesa,Tortas,4,"29,41",,WhatsApp,Cartão Débito,,Concluído
24/01/2025,PED-1244,,Empada de Frango,Salgados,5,"7,85","0,77",Balcão,Dinheiro,"3,36",Concluído
24/01/2025,PED-1245,,Pão de Queijo,Salgados,2,"5,00",,Encomenda,PIX,"1,79",Concluído
24/01/2025,PED-1245,,Torta de Limão,Tortas,3,"32,91",,Encomenda,Cartão Débito,,Concluído
24/01/2025,PED-1246,,Pão de Queijo,Salgados,4,"25,90",,Balcão,Cartão Débito,,Cancelado
24/01/2025,PED-1247,,Bolo de Chocolate,Bolos,5,"33,80",,Balcão,PIX,"12,04",Concluído
24/01/2025,PED-1248,,Torta de Limão,Tortas,4,"20,62",,Encomenda,PIX,,Concluído
24/01/2025,PED-1248,,Trufa de Maracujá,Doces,4,"27,75",,WhatsApp,Cartão Débito,,Concluído
24/01/2025,PED-1248,,Trufa de Morango,Doces,1,"10,50",,Encomenda,PIX,"5,00",Concluído
24/01/2025,PED-1248,,Pão de Queijo,Salgados,4,"10,62","2,70",Encomenda,PIX,,Concluído
24/01/2025,PED-1249,,Empada de Frango,Salgados,2,"14,24",,WhatsApp,Cartão Débito,"6,68",Concluído
24/01/2025,PED-1249,,Coxinha,Salgados,5,"27,37",,Encomenda,Cartão Débito,,Concluído
24/01/2025,PED-1249,,Trufa de Morango,Doces,4,"28,76",,iFood,Cartão Crédito,"12,83",Cancelado
24/01/2025,PED-1249,,Trufa de Maracujá,Doces,5,"8,20",,Balcão,Cartão Débito,"3,49",Cancelado
24/01/2025,PED-1250,,Trufa de Maracujá,Doces,1,"26,91","1,70",iFood,Cartão Crédito,"10,59",Concluído
24/01/2025,PED-1251,,Brigadeiro Gourmet,Doces,5,"33,46",,iFood,Dinheiro,,Concluído
24/01/2025,PED-1251,,Bolo Red Velvet,Bolos,2,"28,68",,iFood,Dinheiro,,Concluído
24/01/2025,PED-1251,,Bolo de Chocolate,Bolos,1,"24,85",,iFood,Cartão Débito,,Concluído
24/01/2025,PED-1252,,Brigadeiro Gourmet,Doces,5,"9,56",,iFood,PIX,,Concluído
24/01/2025,PED-1252,,Torta Holandesa,Tortas,2,"33,70",,Balcão,Cartão Débito,,Concluído
24/01/2025,PED-1252,,Bolo de Chocolate,Bolos,5,"10,94",,Encomenda,Cartão Crédito,,Concluído
24/01/2025,PED-1253,,Torta Holandesa,Tortas,3,"28,66",,Balcão,Dinheiro,,Concluído
24/01/2025,PED-1253,,Torta de Limão,Tortas,4,"24,00",,WhatsApp,Cartão Crédito,"11,75",Concluído
24/01/2025,PED-1253,,Bolo Red Velvet,Bolos,3,"24,43","0,87",Encomenda,Cartão Crédito,"11,85",Concluído
24/01/2025,PED-1253,,Brigadeiro,Doces,1,"26,71",,Encomenda,Cartão Débito,,Concluído
24/01/2025,PED-1254,,Brigadeiro Gourmet,Doces,5,"31,80","1,50",WhatsApp,PIX,,Cancelado
24/01/2025,PED-1254,,Bolo de Cenoura,Bolos,2,"18,82",,Balcão,Dinheiro,,Concluído
24/01/2025,PED-1254,,Torta Holandesa,Tortas,5,"9,00","0,76",iFood,PIX,"4,00",Concluído
25/01/2025,PED-1255,,Pão de Queijo,Salgados,2,"31,89",,Balcão,Dinheiro,,Cancelado
25/01/2025,PED-1256,,Trufa de Morango,Doces,5,"31,53",,WhatsApp,Cartão Débito,,Concluído
25/01/2025,PED-1256,,Torta de Limão,Tortas,1,"24,12","2,13",iFood,Cartão Crédito,,Concluído
25/01/2025,PED-1257,,Bolo Red Velvet,Bolos,4,"7,55",,iFood,Cartão Débito,,Concluído
25/01/2025,PED-1257,,Bolo de Cenoura,Bolos,1,"23,04",,WhatsApp,Cartão Crédito,,Concluído
25/01/2025,PED-1257,,Brigadeiro Gourmet,Doces,5,"10,89","2,46",Encomenda,Cartão Débito,"4,66",Concluído
25/01/2025,PED-1258,,Bolo de Cenoura,Bolos,5,"7,88",,Balcão,Cartão Crédito,,Concluído
25/01/2025,PED-1259,,Bolo de Chocolate,Bolos,4,"32,22",,Encomenda,Dinheiro,,Cancelado
26/01/2025,PED-1260,,Torta Holandesa,Tortas,4,"5,13","2,94",iFood,Cartão Débito,"2,08",Concluído
26/01/2025,PED-1260,,Bolo de Cenoura,Bolos,1,"21,40",,iFood,Dinheiro,"10,07",Concluído
26/01/2025,PED-1260,,Empada de Frango,Salgados,2,"16,87",,WhatsApp,Cartão Débito,,Concluído
26/01/2025,PED-1260,,Brigadeiro,Doces,3,"9,37",,Encomenda,PIX,,Concluído
26/01/2025,PED-1261,,Brigadeiro,Doces,5,"6,03","1,11",iFood,Cartão Crédito,"2,76",Cancelado
26/01/2025,PED-1262,,Bolo de Chocolate,Bolos,1,"18,83",,Encomenda,PIX,"8,11",Cancelado
26/01/2025,PED-1262,,Torta Holandesa,Tortas,1,"14,54",,Balcão,PIX,"4,41",Concluído
26/01/2025,PED-1262,,Trufa de Maracujá,Doces,2,"5,58",,Balcão,Cartão Crédito,,Cancelado
26/01/2025,PED-1262,,Torta de Limão,Tortas,5,"11,99",,WhatsApp,Dinheiro,"5,02",Concluído
26/01/2025,PED-1263,,Trufa de Maracujá,Doces,5,"9,94",,WhatsApp,Dinheiro,"4,89",Cancelado
26/01/2025,PED-1263,,Torta de Limão,Tortas,3,"12,10",,WhatsApp,Cartão Débito,"5,46",Cancelado
26/01/2025,PED-1263,,Trufa de Morango,Doces,4,"11,75",,Encomenda,PIX,"5,38",Concluído
26/01/2025,PED-1263,,Torta Holandesa,Tortas,1,"24,94",,iFood,Cartão Crédito,"7,92",Concluído
26/01/2025,PED-1264,,Brigadeiro,Doces,3,"31,20","1,83",Balcão,PIX,"15,21",Concluído
26/01/2025,PED-1264,,Bolo Red Velvet,Bolos,1,"30,06",,WhatsApp,PIX,"9,04",Concluído
26/01/2025,PED-1265,,Pão de Queijo,Salgados,5,"19,82",,WhatsApp,Cartão Débito,"8,42",Concluído
26/01/2025,PED-1266,,Bolo de Cenoura,Bolos,4,"33,06",,Balcão,Cartão Débito,"16,01",Concluído
26/01/2025,PED-1266,,Bolo Red Velvet,Bolos,4,"13,58",,Encomenda,Dinheiro,,Concluído
26/01/2025,PED-1267,,Empada de Frango,Salgados,2,"12,20",,WhatsApp,Cartão Crédito,"3,94",Cancelado
26/01/2025,PED-1268,,Trufa de Morango,Doces,1,"14,42",,WhatsApp,Cartão Crédito,"6,45",Concluído
26/01/2025,PED-1268,,Brigadeiro,Doces,4,"8,01","1,99",WhatsApp,Cartão Crédito,"3,10",Concluído
26/01/2025,PED-1268,,Trufa de Maracujá,Doces,3,"20,86","0,84",iFood,Cartão Débito,,Concluído
26/01/2025,PED-1269,,Bolo Red Velvet,Bolos,3,"7,44",,Encomenda,Cartão Crédito,,Concluído
26/01/2025,PED-1269,,Bolo de Chocolate,Bolos,2,"19,07",,WhatsApp,PIX,,Concluído
26/01/2025,PED-1269,,Pão de Queijo,Salgados,5,"21,86",,iFood,Dinheiro,"10,21",Concluído
26/01/2025,PED-1270,,Brigadeiro,Doces,5,"22,78",,Balcão,Cartão Crédito,,Concluído
26/01/2025,PED-1270,,Trufa de Maracujá,Doces,4,"6,64",,Balcão,Cartão Crédito,"2,51",Concluído
26/01/2025,PED-1271,,Bolo de Cenoura,Bolos,4,"5,50",,Balcão,Dinheiro,"1,97",Concluído
26/01/2025,PED-1271,,Empada de Frango,Salgados,3,"32,40","0,91",Balcão,Cartão Crédito,,Concluído
26/01/2025,PED-1272,,Torta Holandesa,Tortas,3,"12,57","2,10",Balcão,Dinheiro,,Concluído
26/01/2025,PED-1272,,Trufa de Morango,Doces,3,"33,29",,WhatsApp,Dinheiro,"14,99",Cancelado
26/01/2025,PED-1273,,Torta Holandesa,Tortas,3,"32,63",,Balcão,Cartão Débito,"12,17",Concluído
26/01/2025,PED-1273,,Bolo de Chocolate,Bolos,5,"12,17",,WhatsApp,Cartão Débito,"5,53",Concluído
26/01/2025,PED-1273,,Empada de Frango,Salgados,1,"27,10","2,16",WhatsApp,PIX,,Concluído
26/01/2025,PED-1274,,Brigadeiro Gourmet,Doces,1,"16,35",,Balcão,Cartão Crédito,"6,49",Cancelado
26/01/2025,PED-1274,,Empada de Frango,Salgados,5,"32,78",,Balcão,PIX,"12,24",Concluído
26/01/2025,PED-1274,,Trufa de Morango,Doces,1,"8,57",,Balcão,PIX,"4,21",Concluído
26/01/2025,PED-1275,,Torta Holandesa,Tortas,4,"11,06",,iFood,Cartão Crédito,"4,70",Cancelado
26/01/2025,PED-1276,,Coxinha,Salgados,4,"22,20",,WhatsApp,Cartão Débito,"6,93",Concluído
26/01/2025,PED-1276,,Trufa de Maracujá,Doces,3,"28,70",,Encomenda,Cartão Crédito,"12,43",Concluído
26/01/2025,PED-1277,,Brigadeiro Gourmet,Doces,2,"15,64",,Balcão,PIX,,Concluído
26/01/2025,PED-1277,,Bolo Red Velvet,Bolos,4,"16,64",,WhatsApp,Cartão Débito,,Concluído
26/01/2025,PED-1278,,Torta Holandesa,Tortas,2,"11,28",,WhatsApp,Cartão Crédito,"4,09",Concluído
26/01/2025,PED-1278,,Torta de Limão,Tortas,2,"20,14",,iFood,PIX,,Concluído
26/01/2025,PED-1279,,Empada de Frango,Salgados,1,"9,97","1,53",Encomenda,Cartão Débito,,Concluído
26/01/2025,PED-1279,,Bolo Red Velvet,Bolos,5,"5,17",,iFood,Cartão Crédito,,Concluído
26/01/2025,PED-1279,,Torta Holandesa,Tortas,2,"28,49","2,54",Encomenda,Dinheiro,"9,18",Concluído
26/01/2025,PED-1279,,Brigadeiro Gourmet,Doces,5,"32,77",,WhatsApp,Cartão Crédito,"13,87",Concluído
27/01/2025,PED-1280,,Pão de Queijo,Salgados,3,"14,09",,Balcão,Cartão Crédito,"6,62",Concluído
27/01/2025,PED-1280,,Empada de Frango,Salgados,3,"25,08",,iFood,Cartão Crédito,,Concluído
27/01/2025,PED-1281,,Trufa de Maracujá,Doces,3,"16,65",,Balcão,PIX,,Concluído
27/01/2025,PED-1281,,Trufa de Morango,Doces,4,"22,02",,Encomenda,Cartão Crédito,,Concluído
27/01/2025,PED-1281,,Torta Holandesa,Tortas,5,"29,05",,iFood,Dinheiro,"11,47",Cancelado
27/01/2025,PED-1281,,Bolo de Chocolate,Bolos,1,"20,39","0,51",iFood,Cartão Crédito,,Concluído
27/01/2025,PED-1282,,Torta Holandesa,Tortas,4,"12,61","1,24",iFood,Cartão Crédito,"5,86",Cancelado
27/01/2025,PED-1282,,Pão de Queijo,Salgados,2,"23,98",,Encomenda,Dinheiro,"8,63",Concluído
27/01/2025,PED-1282,,Bolo Red Velvet,Bolos,2,"22,08",,Encomenda,Dinheiro,"10,00",Cancelado
27/01/2025,PED-1282,,Brigadeiro,Doces,5,"19,81","1,73",Encomenda,Dinheiro,,Concluído
27/01/2025,PED-1283,,Brigadeiro Gourmet,Doces,5,"11,67",,WhatsApp,Cartão Débito,"5,55",Concluído
28/01/2025,PED-1284,,Torta de Limão,Tortas,5,"16,94",,WhatsApp,Dinheiro,"7,67",Cancelado
28/01/2025,PED-1284,,Trufa de Maracujá,Doces,5,"11,84",,iFood,Cartão Débito,,Concluído
28/01/2025,PED-1284,,Bolo de Chocolate,Bolos,5,"8,92",,Balcão,PIX,,Cancelado
28/01/2025,PED-1284,,Brigadeiro Gourmet,Doces,3,"16,52","2,49",WhatsApp,Dinheiro,"7,99",Concluído
28/01/2025,PED-1285,,Empada de Frango,Salgados,5,"12,71",,Balcão,PIX,"6,14",Concluído
28/01/2025,PED-1285,,Brigadeiro,Doces,3,"24,64",,iFood,PIX,"9,56",Concluído
28/01/2025,PED-1286,,Torta Holandesa,Tortas,2,"9,85",,iFood,PIX,,Concluído
29/01/2025,PED-1287,,Torta Holandesa,Tortas,4,"24,83",,Balcão,Cartão Crédito,"11,38",Concluído
29/01/2025,PED-1287,,Bolo de Cenoura,Bolos,1,"15,36",,Balcão,Dinheiro,,Cancelado
29/01/2025,PED-1287,,Torta de Limão,Tortas,5,"13,41",,Balcão,PIX,"4,96",Concluído
29/01/2025,PED-1287,,Bolo de Chocolate,Bolos,3,"28,74",,WhatsApp,Dinheiro,,Concluído
29/01/2025,PED-1288,,Empada de Frango,Salgados,2,"13,88",,Balcão,Dinheiro,"6,25",Concluído
29/01/2025,PED-1289,,Trufa de Maracujá,Doces,1,"32,58",,Encomenda,PIX,,Cancelado
29/01/2025,PED-1289,,Pão de Queijo,Salgados,4,"14,32",,WhatsApp,Cartão Crédito,"4,61",Concluído
29/01/2025,PED-1289,,Bolo Red Velvet,Bolos,3,"33,86",,Encomenda,Cartão Débito,"13,50",Concluído
29/01/2025,PED-1289,,Coxinha,Salgados,3,"29,59","2,25",Encomenda,PIX,"11,28",Concluído
29/01/2025,PED-1290,,Torta de Limão,Tortas,4,"32,61",,Balcão,Dinheiro,"13,19",Concluído
29/01/2025,PED-1290,,Trufa de Maracujá,Doces,4,"21,17",,WhatsApp,Dinheiro,,Concluído
29/01/2025,PED-1290,,Bolo Red Velvet,Bolos,3,"13,15","1,01",Encomenda,Cartão Débito,"6,14",Cancelado
29/01/2025,PED-1290,,Bolo de Chocolate,Bolos,3,"29,31","2,43",Encomenda,Cartão Crédito,"12,70",Cancelado
29/01/2025,PED-1291,,Bolo Red Velvet,Bolos,3,"10,00","1,75",Balcão,Dinheiro,"4,88",Concluído
29/01/2025,PED-1291,,Coxinha,Salgados,4,"7,79",,Encomenda,Cartão Débito,,Concluído
29/01/2025,PED-1291,,Bolo de Cenoura,Bolos,5,"17,40",,Encomenda,Cartão Crédito,,Concluído
30/01/2025,PED-1292,,Empada de Frango,Salgados,5,"27,14",,Balcão,Cartão Crédito,,Concluído
30/01/2025,PED-1292,,Brigadeiro Gourmet,Doces,4,"17,88","1,63",iFood,PIX,"5,99",Concluído
30/01/2025,PED-1292,,Torta Holandesa,Tortas,2,"22,64","1,29",Encomenda,Cartão Crédito,"7,28",Concluído
30/01/2025,PED-1292,,Trufa de Maracujá,Doces,2,"28,02",,Encomenda,Cartão Débito,"11,17",Concluído
30/01/2025,PED-1293,,Bolo de Chocolate,Bolos,2,"6,84",,Balcão,Cartão Débito,"3,06",Concluído
30/01/2025,PED-1293,,Torta Holandesa,Tortas,4,"8,98",,WhatsApp,PIX,"2,79",Concluído
30/01/2025,PED-1293,,Pão de Queijo,Salgados,3,"31,54",,Balcão,Cartão Débito,,Concluído
30/01/2025,PED-1294,,Bolo Red Velvet,Bolos,1,"18,35","1,67",iFood,Dinheiro,"8,81",Concluído
30/01/2025,PED-1294,,Bolo de Chocolate,Bolos,1,"29,08","1,31",Balcão,Cartão Crédito,"10,59",Concluído
30/01/2025,PED-1294,,Empada de Frango,Salgados,2,"33,29","1,36",iFood,PIX,"15,07",Cancelado
30/01/2025,PED-1295,,Trufa de Maracujá,Doces,1,"25,35",,Encomenda,PIX,"7,84",Cancelado
30/01/2025,PED-1295,,Trufa de Morango,Doces,5,"8,76",,Encomenda,Cartão Crédito,"3,62",Concluído
30/01/2025,PED-1295,,Brigadeiro,Doces,1,"19,22",,iFood,PIX,"6,91",Concluído
30/01/2025,PED-1296,,Brigadeiro Gourmet,Doces,5,"32,50",,WhatsApp,Cartão Crédito,,Concluído
30/01/2025,PED-1296,,Pão de Queijo,Salgados,4,"32,06","1,18",Balcão,PIX,,Concluído
30/01/2025,PED-1296,,Empada de Frango,Salgados,2,"23,94",,iFood,Cartão Crédito,,Concluído
30/01/2025,PED-1296,,Coxinha,Salgados,1,"18,05",,iFood,Cartão Débito,,Concluído
30/01/2025,PED-1297,,Torta de Limão,Tortas,2,"21,62",,iFood,Cartão Crédito,"7,54",Concluído
30/01/2025,PED-1297,,Pão de Queijo,Salgados,4,"27,93",,Balcão,Cartão Débito,"9,90",Concluído
30/01/2025,PED-1297,,Brigadeiro,Doces,5,"31,97",,Encomenda,Dinheiro,,Concluído
30/01/2025,PED-1298,,Trufa de Maracujá,Doces,3,"29,64",,Encomenda,Cartão Débito,,Concluído
31/01/2025,PED-1299,,Brigadeiro,Doces,5,"28,38",,iFood,Cartão Crédito,"13,21",Concluído
31/01/2025,PED-1299,,Bolo de Cenoura,Bolos,5,"14,75",,Encomenda,PIX,"6,14",Concluído
31/01/2025,PED-1300,,Bolo Red Velvet,Bolos,2,"12,17",,Balcão,Cartão Crédito,"4,26",Cancelado
31/01/2025,PED-1300,,Bolo de Cenoura,Bolos,1,"20,34","1,31",iFood,PIX,"7,10",Concluído
31/01/2025,PED-1301,,Torta Holandesa,Tortas,5,"31,43",,WhatsApp,Cartão Débito,,Cancelado
31/01/2025,PED-1301,,Trufa de Maracujá,Doces,3,"20,75",,Balcão,PIX,,Concluído
31/01/2025,PED-1301,,Brigadeiro Gourmet,Doces,1,"20,91","2,82",iFood,Cartão Débito,,Concluído
31/01/2025,PED-1301,,Bolo de Chocolate,Bolos,3,"14,64",,iFood,Cartão Crédito,,Concluído
31/01/2025,PED-1302,,Bolo de Cenoura,Bolos,3,"21,91","2,33",Balcão,PIX,,Concluído
31/01/2025,PED-1302,,Coxinha,Salgados,1,"25,73","1,40",iFood,Cartão Crédito,,Concluído
31/01/2025,PED-1302,,Torta de Limão,Tortas,2,"7,13","2,11",WhatsApp,Dinheiro,,Concluído
31/01/2025,PED-1303,,Torta de Limão,Tortas,5,"17,85",,WhatsApp,Cartão Crédito,"7,19",Concluído
31/01/2025,PED-1303,,Brigadeiro Gourmet,Doces,4,"23,49",,iFood,Cartão Débito,"10,27",Concluído
31/01/2025,PED-1304,,Trufa de Morango,Doces,2,"20,05","1,50",WhatsApp,Dinheiro,,Concluído
31/01/2025,PED-1305,,Bolo de Cenoura,Bolos,3,"13,12",,iFood,PIX,"5,55",Concluído
31/01/2025,PED-1305,,Coxinha,Salgados,2,"20,07",,Encomenda,Cartão Crédito,"8,13",Concluído
31/01/2025,PED-1306,,Torta Holandesa,Tortas,3,"12,80","1,23",WhatsApp,PIX,"4,94",Concluído
31/01/2025,PED-1306,,Brigadeiro,Doces,2,"34,76",,iFood,Cartão Débito,"11,44",Concluído
31/01/2025,PED-1307,,Brigadeiro,Doces,1,"8,51",,Encomenda,PIX,,Concluído
31/01/2025,PED-1307,,Trufa de Maracujá,Doces,4,"34,01",,Balcão,Cartão Débito,"13,99",Concluído
31/01/2025,PED-1307,,Pão de Queijo,Salgados,3,"24,28",,Encomenda,Cartão Débito,"9,73",Concluído
31/01/2025,PED-1307,,Coxinha,Salgados,3,"32,49",,Encomenda,Cartão Débito,"11,43",Concluído
02/02/2025,PED-1308,,Trufa de Maracujá,Doces,2,"6,80",,Encomenda,Cartão Débito,,Concluído
02/02/2025,PED-1309,,Empada de Frango,Salgados,3,"11,75","2,38",WhatsApp,Cartão Crédito,,Concluído
02/02/2025,PED-1309,,Trufa de Maracujá,Doces,2,"12,73",,WhatsApp,Cartão Crédito,"5,01",Concluído
02/02/2025,PED-1309,,Trufa de Morango,Doces,4,"9,75","0,60",Encomenda,Cartão Crédito,"4,30",Concluído
02/02/2025,PED-1310,,Torta Holandesa,Tortas,1,"11,06",,WhatsApp,Cartão Débito,"3,94",Cancelado
02/02/2025,PED-1311,,Pão de Queijo,Salgados,5,"26,54","0,96",WhatsApp,Cartão Crédito,,Concluído
02/02/2025,PED-1311,,Bolo de Chocolate,Bolos,1,"18,46",,Balcão,Cartão Débito,"7,71",Concluído
02/02/2025,PED-1312,,Bolo de Cenoura,Bolos,4,"23,85",,Balcão,Cartão Crédito,"7,18",Concluído
02/02/2025,PED-1313,,Brigadeiro,Doces,3,"31,36",,Encomenda,Dinheiro,,Concluído
02/02/2025,PED-1313,,Bolo de Chocolate,Bolos,2,"15,45","1,11",WhatsApp,Cartão Crédito,"7,26",Concluído
02/02/2025,PED-1314,,Torta de Limão,Tortas,3,"9,93","1,75",iFood,PIX,,Concluído
02/02/2025,PED-1314,,Torta Holandesa,Tortas,1,"32,25",,Encomenda,Cartão Crédito,"12,83",Concluído
02/02/2025,PED-1314,,Bolo Red Velvet,Bolos,5,"28,06",,iFood,PIX,,Concluído
02/02/2025,PED-1315,,Bolo de Cenoura,Bolos,2,"23,98",,Balcão,Cartão Débito,,Concluído
02/02/2025,PED-1315,,Bolo de Chocolate,Bolos,1,"22,91","2,82",iFood,PIX,"11,38",Cancelado
02/02/2025,PED-1315,,Empada de Frango,Salgados,3,"22,51",,Balcão,Cartão Crédito,"10,88",Concluído
02/02/2025,PED-1315,,Trufa de Maracujá,Doces,4,"8,87",,Balcão,Dinheiro,"3,69",Concluído
02/02/2025,PED-1316,,Bolo Red Velvet,Bolos,1,"6,85",,Encomenda,Cartão Débito,"3,04",Concluído
02/02/2025,PED-1316,,Trufa de Morango,Doces,2,"12,66",,iFood,Dinheiro,,Concluído
02/02/2025,PED-1317,,Bolo de Chocolate,Bolos,1,"21,17",,Encomenda,Cartão Crédito,,Cancelado
02/02/2025,PED-1318,,Brigadeiro Gourmet,Doces,4,"33,28",,WhatsApp,Dinheiro,"10,88",Concluído
02/02/2025,PED-1318,,Pão de Queijo,Salgados,2,"33,50",,WhatsApp,Cartão Crédito,"14,39",Cancelado
02/02/2025,PED-1318,,Torta de Limão,Tortas,1,"12,81","1,27",Balcão,PIX,"4,92",Concluído
02/02/2025,PED-1318,,Trufa de Maracujá,Doces,4,"33,77","2,96",WhatsApp,PIX,"15,93",Concluído
02/02/2025,PED-1319,,Bolo de Chocolate,Bolos,4,"30,82","3,00",iFood,Dinheiro,,Concluído
02/02/2025,PED-1319,,Trufa de Maracujá,Doces,4,"21,37","1,81",Balcão,Cartão Crédito,"6,67",Cancelado
02/02/2025,PED-1319,,Torta Holandesa,Tortas,5,"17,93",,Encomenda,Cartão Crédito,,Concluído
